id,timestamp,sender_account,sender_name,sender_institution,receiver_account,receiver_name,receiver_institution,amount,currency,description,channel
f3ea25c3-fe1e-49aa-8a09-ef21c86495a7,2026-04-23T04:48:46.613095+00:00,CBZ-31429110,Tapiwa Dube,CBZ Bank,ZB -99949389,Munyaradzi Zhou,ZB Bank,763.15,USD,Insurance premium,bank
3eb3c188-84bf-4c2e-bb06-e7d9dea1eaf0,2026-04-23T05:29:39.613095+00:00,+263797700828,Shamiso Chigumba,EcoCash,FBC-15831819,Ruvimbo Chiwenga,FBC Bank,80.18,USD,Insurance premium,mobile_money
f79b97e7-776f-400d-93dc-fecfdae4d3f3,2026-04-23T07:10:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,FBC-95899313,Privilege Chigumba,FBC Bank,10000.0,USD,Quick deposit then split transfers,bank
a78e3d0d-1709-4d86-9e27-09f743dc114b,2026-04-23T07:15:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,+263773396987,Munyaradzi Sibanda,OneMoney,10000.0,USD,Quick deposit then split transfers,mobile_money
8cfabab2-c8d1-4ce6-bd08-2717da6a1400,2026-04-23T07:18:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,STA-38317637,Hope Nyathi,Stanbic Bank,10000.0,USD,Quick deposit then split transfers,bank
c924c330-b900-48ab-be10-d83932eccdc5,2026-04-23T07:20:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,10000.0,USD,Quick deposit then split transfers,bank
ef8cd31b-8f2c-4d2d-918b-471f092f0425,2026-04-23T07:26:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,NED-17507864,Tinashe Chirwa,Nedbank ZW,10000.0,USD,Quick deposit then split transfers,bank
6a96b952-cf78-424a-bfe8-bd164e5c92cb,2026-04-23T07:27:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,NED-38538251,Simbarashe Mhlanga,Nedbank ZW,10000.0,USD,Quick deposit then split transfers,bank
90458e9d-e682-4237-be7d-9f6bb1861389,2026-04-23T07:29:50.613095+00:00,STE-78387461,Simbarashe Ncube,Steward Bank,+263777402509,Anesu Banda,EcoCash,518.92,USD,Funeral cover,mobile_money
818e8156-f047-4250-8f70-6568ed89242b,2026-04-23T07:32:59.613095+00:00,NED-23718431,Tafadzwa Mhlanga,Nedbank ZW,FBC-94374605,Anesu Nyathi,FBC Bank,101.02,USD,Insurance premium,bank
89302c38-b3f1-46da-8d63-d566b9d53b49,2026-04-23T07:35:51.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,CBZ-52339391,Blessing Mukamuri,CBZ Bank,10000.0,USD,Quick deposit then split transfers,bank
46374d46-540c-46b1-9bc6-276202231449,2026-04-23T07:42:22.613095+00:00,STE-66661351,Anesu Ncube,Steward Bank,STA-38317637,Hope Nyathi,Stanbic Bank,1020.88,USD,Funeral cover,bank
6896363f-558c-4738-881f-b3e1201c7149,2026-04-23T13:03:33.613095+00:00,CBZ-24716857,Farai Mutasa,CBZ Bank,FBC-94374605,Anesu Nyathi,FBC Bank,535.46,USD,Medical aid premium,bank
b1426572-ff8e-4870-9254-229427455eed,2026-04-23T14:32:23.613095+00:00,NED-23718431,Tafadzwa Mhlanga,Nedbank ZW,STA-61019678,Munyaradzi Banda,Stanbic Bank,426.23,USD,Rent payment Avondale,bank
83124d16-007c-4f3a-b43e-7bc20a5ef729,2026-04-23T16:10:29.613095+00:00,FBC-20709497,Tinashe Chirwa,FBC Bank,+263792458591,Hope Mhlanga,InnBucks,167.06,USD,Insurance premium,mobile_money
c451d2e1-ac9c-4180-8b55-ef0f8c6f16ad,2026-04-23T18:29:17.613095+00:00,NED-87490893,Kudzai Zhou,Nedbank ZW,STA-60806024,Tafadzwa Chiwenga,Stanbic Bank,1225.8,USD,Internet bill ZOL,bank
2b04c5a7-ff64-4263-b73c-024ea3d25caf,2026-04-23T19:21:17.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,STA-61019678,Munyaradzi Banda,Stanbic Bank,1297.21,USD,Medical aid premium,bank
7207e617-39df-49a2-89c8-a3497370e8d6,2026-04-23T21:11:26.613095+00:00,STA-60806024,Tafadzwa Chiwenga,Stanbic Bank,ZB -70291817,Hope Mukamuri,ZB Bank,149.91,USD,Insurance premium,bank
2e142aac-873d-4577-9a40-180073b04c1c,2026-04-24T02:14:56.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,STA-91756179,Nyasha Chiwenga,Stanbic Bank,735.47,USD,Grocery purchase Pick n Pay,bank
51fcff86-aee9-4ae6-b052-0938317d3a91,2026-04-24T02:58:18.613095+00:00,+263777402509,Anesu Banda,EcoCash,+263785218028,Privilege Chirwa,InnBucks,1031.85,USD,Rent payment Avondale,mobile_money
5af5900e-fc06-4475-8c1a-291d2ac5820b,2026-04-24T03:13:20.613095+00:00,NED-23718431,Tafadzwa Mhlanga,Nedbank ZW,+263773396987,Munyaradzi Sibanda,OneMoney,195.53,USD,Medical aid premium,mobile_money
cc33db33-0a2e-4ad4-af6f-15f8c4f70912,2026-04-24T05:46:02.613095+00:00,NED-87490893,Kudzai Zhou,Nedbank ZW,STA-38317637,Hope Nyathi,Stanbic Bank,1039.22,USD,Medical aid premium,bank
c9e95bd3-aef2-4c69-99c8-c222bf475e90,2026-04-24T06:03:45.613095+00:00,FBC-30868105,Kudzai Madondo,FBC Bank,FBC-95899313,Privilege Chigumba,FBC Bank,1321.89,USD,Rent payment Avondale,bank
27fc533a-1548-4b24-b888-3406ca4e7721,2026-04-24T11:33:55.613095+00:00,FBC-94374605,Anesu Nyathi,FBC Bank,STA-38317637,Hope Nyathi,Stanbic Bank,1354.15,USD,School fees term 1,bank
6b84f427-4d7a-4d06-8f2d-3110cc6bda10,2026-04-24T11:34:29.613095+00:00,ZB -85345555,Privilege Mukamuri,ZB Bank,STA-16150444,Tinashe Madondo,Stanbic Bank,1126.96,USD,Family support,bank
3e7588d7-ce0d-4009-b933-01248de1a0f1,2026-04-24T12:23:07.613095+00:00,CBZ-52339391,Blessing Mukamuri,CBZ Bank,ZB -28728463,Rumbi Mutasa,ZB Bank,1285.81,USD,Family support,bank
5a09b724-36b1-4bc6-bb1d-e3d268459bfe,2026-04-24T13:55:54.613095+00:00,+263785218028,Privilege Chirwa,InnBucks,+263794335942,Privilege Mhlanga,InnBucks,211.87,USD,Rent payment Avondale,mobile_money
558cf378-de36-4c0d-bd16-b56722cd5d45,2026-04-24T17:58:52.613095+00:00,STE-78387461,Simbarashe Ncube,Steward Bank,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,1414.4,USD,Medical aid premium,bank
f06f69cc-ce52-4f4b-908e-c82e32617ab8,2026-04-24T22:55:14.613095+00:00,ZB -99949389,Munyaradzi Zhou,ZB Bank,NED-87490893,Kudzai Zhou,Nedbank ZW,338.27,USD,Rent payment Avondale,bank
f9ba4195-768d-48eb-88bb-29e4d0407004,2026-04-25T03:21:12.613095+00:00,CBZ-52339391,Blessing Mukamuri,CBZ Bank,FBC-15831819,Ruvimbo Chiwenga,FBC Bank,925.19,USD,Medical aid premium,bank
d19f44e1-9497-491f-bcfa-6834879765cb,2026-04-25T03:55:37.613095+00:00,FBC-30868105,Kudzai Madondo,FBC Bank,STE-78387461,Simbarashe Ncube,Steward Bank,368.28,USD,Internet bill ZOL,bank
d09f2eb7-db5b-45a1-8df7-4653cb616416,2026-04-25T11:32:55.613095+00:00,+263785218028,Privilege Chirwa,InnBucks,+263797700828,Shamiso Chigumba,EcoCash,626.58,USD,Rent payment Avondale,mobile_money
a4ef4616-7ea0-4309-b68d-aae5600c11e7,2026-04-25T11:43:30.613095+00:00,STA-38317637,Hope Nyathi,Stanbic Bank,NED-31831063,Shamiso Dube,Nedbank ZW,833.85,USD,Rent payment Avondale,bank
8d40d796-7d25-4abb-9ff3-247180c0e031,2026-04-25T22:00:33.613095+00:00,ZB -99949389,Munyaradzi Zhou,ZB Bank,STA-38317637,Hope Nyathi,Stanbic Bank,1492.75,USD,Electricity ZESA token,bank
cf3fabfe-3992-4f81-ae22-c7e57239318e,2026-04-25T23:02:30.613095+00:00,+263777402509,Anesu Banda,EcoCash,CBZ-24716857,Farai Mutasa,CBZ Bank,941.99,USD,Medical aid premium,mobile_money
5d496868-807c-4f05-9ffe-2a7c510e0303,2026-04-26T00:56:23.613095+00:00,STA-61019678,Munyaradzi Banda,Stanbic Bank,+263797700828,Shamiso Chigumba,EcoCash,378.46,USD,Grocery purchase Pick n Pay,mobile_money
213306be-7d79-4a54-ae67-d2257c9d6df0,2026-04-26T02:33:39.613095+00:00,ZB -85345555,Privilege Mukamuri,ZB Bank,STE-66661351,Anesu Ncube,Steward Bank,642.98,USD,Funeral cover,bank
52839f03-d33b-44b6-a514-e3a2404edd1e,2026-04-26T07:06:38.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,CBZ-31429110,Tapiwa Dube,CBZ Bank,443.78,USD,School fees term 1,bank
4f17921d-973e-4524-b5e5-52555abb1248,2026-04-26T08:42:20.613095+00:00,CBZ-13999315,Tafadzwa Chigumba,CBZ Bank,STA-16150444,Tinashe Madondo,Stanbic Bank,1376.62,USD,Grocery purchase Pick n Pay,bank
38ff14c2-a387-4c2d-971c-d71508493238,2026-04-26T09:09:00.613095+00:00,STA-16150444,Tinashe Madondo,Stanbic Bank,FBC-20709497,Tinashe Chirwa,FBC Bank,596.7,USD,Medical aid premium,bank
4699ed4e-1240-4bdd-8d7a-36bec647aa87,2026-04-26T13:25:02.613095+00:00,ZB -70291817,Hope Mukamuri,ZB Bank,+263773396987,Munyaradzi Sibanda,OneMoney,332.17,USD,Funeral cover,mobile_money
4c2f8b3c-a359-44b2-9905-96478c818f7e,2026-04-26T16:59:39.613095+00:00,STA-58181396,Shamiso Marufu,Stanbic Bank,ZB -70291817,Hope Mukamuri,ZB Bank,576.9,USD,Salary payment,bank
a17f89fe-6595-46af-a273-bd694b563698,2026-04-26T20:08:30.613095+00:00,STA-16150444,Tinashe Madondo,Stanbic Bank,NED-38538251,Simbarashe Mhlanga,Nedbank ZW,735.42,USD,Rent payment Avondale,bank
0141a89c-42f9-421b-b3ea-55549bc25489,2026-04-26T23:12:32.613095+00:00,+263794335942,Privilege Mhlanga,InnBucks,STA-16150444,Tinashe Madondo,Stanbic Bank,253.64,USD,Internet bill ZOL,mobile_money
ccca8c4d-729c-41d3-b3fb-ac87199e3912,2026-04-27T04:21:38.613095+00:00,STE-66661351,Anesu Ncube,Steward Bank,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,23.91,USD,Insurance premium,bank
40b6bf7b-f5ae-42cc-93f3-f87caf9a3f13,2026-04-27T14:32:36.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,FBC-20709497,Tinashe Chirwa,FBC Bank,1457.97,USD,School fees term 1,bank
329d4121-babe-4560-9ef6-22a2c392d831,2026-04-27T16:34:40.613095+00:00,+263797700828,Shamiso Chigumba,EcoCash,ZB -85345555,Privilege Mukamuri,ZB Bank,666.03,USD,Rent payment Avondale,mobile_money
2ad5a49c-6be4-4ef0-8d0d-a7430772d6b1,2026-04-27T18:18:54.613095+00:00,ZB -77827638,Anesu Moyo,ZB Bank,+263792458591,Hope Mhlanga,InnBucks,1290.15,USD,Grocery purchase Pick n Pay,mobile_money
18fe5962-a181-471c-83a3-44ce02c84ba7,2026-04-27T19:04:12.613095+00:00,STE-78387461,Simbarashe Ncube,Steward Bank,STA-58181396,Shamiso Marufu,Stanbic Bank,989.98,USD,Medical aid premium,bank
0e1cea7e-605c-4005-956a-a9ad8cbdd677,2026-04-28T00:25:14.613095+00:00,STA-60806024,Tafadzwa Chiwenga,Stanbic Bank,FBC-94374605,Anesu Nyathi,FBC Bank,1109.21,USD,Medical aid premium,bank
2b345a14-ffac-45e9-8b05-a112a3dc8129,2026-04-28T03:45:03.613095+00:00,NED-23718431,Tafadzwa Mhlanga,Nedbank ZW,NED-17507864,Tinashe Chirwa,Nedbank ZW,1144.95,USD,Funeral cover,bank
9139207a-6b74-4d01-ac4e-d5a26f41a5a4,2026-04-28T08:18:21.613095+00:00,+263773396987,Munyaradzi Sibanda,OneMoney,FBC-15831819,Ruvimbo Chiwenga,FBC Bank,1102.02,USD,Medical aid premium,mobile_money
e236f634-df4b-47a9-9825-74b8e8c6513b,2026-04-28T08:55:26.613095+00:00,STA-16150444,Tinashe Madondo,Stanbic Bank,STA-61019678,Munyaradzi Banda,Stanbic Bank,1005.12,USD,Rent payment Avondale,bank
473bb19f-8e97-4837-bcc3-63da920b8016,2026-04-28T16:40:00.613095+00:00,NED-23718431,Tafadzwa Mhlanga,Nedbank ZW,+263785218028,Privilege Chirwa,InnBucks,58.86,USD,Electricity ZESA token,mobile_money
b37ea24d-8fa6-4841-9795-15109c9faac3,2026-04-28T17:04:25.613095+00:00,ZB -70291817,Hope Mukamuri,ZB Bank,FBC-30868105,Kudzai Madondo,FBC Bank,400.38,USD,Grocery purchase Pick n Pay,bank
d8cf8dac-900d-4e0c-a756-5485d133a6d6,2026-04-28T22:45:54.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,ZB -77827638,Anesu Moyo,ZB Bank,18.93,USD,Family support,bank
0fb33076-7d24-4a10-8b40-beb2bdabdbdf,2026-04-29T00:03:57.613095+00:00,+263792458591,Hope Mhlanga,InnBucks,+263794335942,Privilege Mhlanga,InnBucks,631.74,USD,Family support,mobile_money
9c5a4a01-0cc3-498c-bd34-8f45f22506f8,2026-04-29T05:12:50.613095+00:00,FBC-30868105,Kudzai Madondo,FBC Bank,CBZ-24716857,Farai Mutasa,CBZ Bank,158.37,USD,Salary payment,bank
